,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
5560,2019,3804980158.17928,NY.ADJ.DCO2.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
5561,2020,3644261634.18305,NY.ADJ.DCO2.CD,BEL,Belgium,Europe & Central Asia,High income,Not classified
5562,2016,23300633.7324723,NY.ADJ.DCO2.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
5563,2017,24321110.3335209,NY.ADJ.DCO2.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
5564,2018,26642342.6358762,NY.ADJ.DCO2.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
5565,2019,26652621.0433816,NY.ADJ.DCO2.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
5566,2020,22513981.8978272,NY.ADJ.DCO2.CD,BLZ,Belize,Latin America & Caribbean ,Upper middle income,IBRD
5567,2016,259174741.36273,NY.ADJ.DCO2.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
5568,2017,275389803.161098,NY.ADJ.DCO2.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
5569,2018,309913132.720266,NY.ADJ.DCO2.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
5570,2019,350043901.365832,NY.ADJ.DCO2.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
5571,2020,383934261.53315,NY.ADJ.DCO2.CD,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
5572,2016,44091968.4476014,NY.ADJ.DCO2.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
5573,2017,49764733.4516659,NY.ADJ.DCO2.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
5574,2018,54068283.5845723,NY.ADJ.DCO2.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
5575,2019,64630289.1043281,NY.ADJ.DCO2.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
5576,2020,65643333.4565304,NY.ADJ.DCO2.CD,BTN,Bhutan,South Asia,Lower middle income,IDA
5577,2016,774656453.782656,NY.ADJ.DCO2.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
5578,2017,832530315.262831,NY.ADJ.DCO2.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
5579,2018,889775884.206982,NY.ADJ.DCO2.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
5580,2019,952247767.845971,NY.ADJ.DCO2.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
5581,2020,908323255.372168,NY.ADJ.DCO2.CD,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
5582,2016,800824857.820664,NY.ADJ.DCO2.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
5583,2017,847497152.391152,NY.ADJ.DCO2.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
5584,2018,883115298.548013,NY.ADJ.DCO2.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
5585,2019,931253383.028435,NY.ADJ.DCO2.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
5586,2020,923787198.913796,NY.ADJ.DCO2.CD,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
5587,2016,255231557.19262,NY.ADJ.DCO2.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
5588,2017,294472520.499707,NY.ADJ.DCO2.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
5589,2018,321667107.412564,NY.ADJ.DCO2.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
5590,2019,364589234.407118,NY.ADJ.DCO2.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
5591,2020,366891710.428602,NY.ADJ.DCO2.CD,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
5592,2016,15841204696.4874,NY.ADJ.DCO2.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
5593,2017,16831705034.5093,NY.ADJ.DCO2.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
5594,2018,16757641718.8097,NY.ADJ.DCO2.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
5595,2019,17830131718.1401,NY.ADJ.DCO2.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
5596,2020,18028210941.6935,NY.ADJ.DCO2.CD,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
5597,2016,229780095.730996,NY.ADJ.DCO2.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
5598,2017,251068692.827577,NY.ADJ.DCO2.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
5599,2018,279744597.6767,NY.ADJ.DCO2.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
5600,2019,300736363.013816,NY.ADJ.DCO2.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
5601,2020,314563096.885989,NY.ADJ.DCO2.CD,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
5602,2016,1496259156.91291,NY.ADJ.DCO2.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
5603,2017,1647848767.82809,NY.ADJ.DCO2.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
5604,2018,1611469930.3141,NY.ADJ.DCO2.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
5605,2019,1701274573.07604,NY.ADJ.DCO2.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
5606,2020,1649457916.93315,NY.ADJ.DCO2.CD,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
5607,2016,125464950.867159,NY.ADJ.DCO2.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
5608,2017,152287567.780662,NY.ADJ.DCO2.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
5609,2018,167298239.787046,NY.ADJ.DCO2.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
5610,2019,190497563.439233,NY.ADJ.DCO2.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
5611,2020,209051546.955817,NY.ADJ.DCO2.CD,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
5612,2016,16489679.2568266,NY.ADJ.DCO2.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
5613,2017,21327742.9078568,NY.ADJ.DCO2.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
5614,2018,23116150.2281867,NY.ADJ.DCO2.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
5615,2019,26297040.4023019,NY.ADJ.DCO2.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
5616,2020,29440716.8099339,NY.ADJ.DCO2.CD,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
5617,2016,19715920.8505535,NY.ADJ.DCO2.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
5618,2017,22076084.7642728,NY.ADJ.DCO2.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
5619,2018,24291547.6974165,NY.ADJ.DCO2.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
5620,2019,26477033.3024634,NY.ADJ.DCO2.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
5621,2020,23257006.5542969,NY.ADJ.DCO2.CD,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
5622,2016,354886575.309963,NY.ADJ.DCO2.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
5623,2017,425432345.372512,NY.ADJ.DCO2.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
5624,2018,437247858.553497,NY.ADJ.DCO2.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
5625,2019,508660034.866703,NY.ADJ.DCO2.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
5626,2020,534962446.47943,NY.ADJ.DCO2.CD,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
5627,2016,306492951.404059,NY.ADJ.DCO2.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
5628,2017,311310212.269068,NY.ADJ.DCO2.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
5629,2018,337730872.825372,NY.ADJ.DCO2.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
5630,2019,347834300.137273,NY.ADJ.DCO2.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
5631,2020,347662728.840487,NY.ADJ.DCO2.CD,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
5632,2016,19733127472.3867,NY.ADJ.DCO2.CD,CAN,Canada,North America,High income,Not classified
5633,2017,21038134609.4238,NY.ADJ.DCO2.CD,CAN,Canada,North America,High income,Not classified
5634,2018,22504943544.1872,NY.ADJ.DCO2.CD,CAN,Canada,North America,High income,Not classified
5635,2019,23544095294.4221,NY.ADJ.DCO2.CD,CAN,Canada,North America,High income,Not classified
5636,2020,22889135942.3665,NY.ADJ.DCO2.CD,CAN,Canada,North America,High income,Not classified
5637,2016,11112609.9339483,NY.ADJ.DCO2.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
5638,2017,11599298.7744484,NY.ADJ.DCO2.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
5639,2018,12929372.1615281,NY.ADJ.DCO2.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
5640,2019,14661759.349226,NY.ADJ.DCO2.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
5641,2020,16264161.0768601,NY.ADJ.DCO2.CD,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
5642,2016,36564071.3955719,NY.ADJ.DCO2.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
5643,2017,38165434.6772174,NY.ADJ.DCO2.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
5644,2018,41922509.735864,NY.ADJ.DCO2.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
5645,2019,44303829.1315439,NY.ADJ.DCO2.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
5646,2020,44886112.5123094,NY.ADJ.DCO2.CD,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
5647,2016,3088588619.06125,NY.ADJ.DCO2.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
5648,2017,3256783759.12255,NY.ADJ.DCO2.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
5649,2018,3393764292.82293,NY.ADJ.DCO2.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
5650,2019,3559618233.46146,NY.ADJ.DCO2.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
5651,2020,3477982178.35829,NY.ADJ.DCO2.CD,CHL,Chile,Latin America & Caribbean ,High income,IBRD
5652,2016,351814834841.447,NY.ADJ.DCO2.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
5653,2017,374835829947.44,NY.ADJ.DCO2.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
5654,2018,404080492766.77,NY.ADJ.DCO2.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
5655,2019,424333444677.678,NY.ADJ.DCO2.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
5656,2020,429190243689.582,NY.ADJ.DCO2.CD,CHN,China,East Asia & Pacific,Upper middle income,IBRD
5657,2016,3002555509.8952,NY.ADJ.DCO2.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
5658,2017,2845944079.95016,NY.ADJ.DCO2.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
5659,2018,3114411494.30264,NY.ADJ.DCO2.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
5660,2019,3324441051.09051,NY.ADJ.DCO2.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
5661,2020,3190948762.77587,NY.ADJ.DCO2.CD,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
5662,2016,7169425.76383763,NY.ADJ.DCO2.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
5663,2017,9354273.20520035,NY.ADJ.DCO2.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
5664,2018,10186778.0666585,NY.ADJ.DCO2.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
5665,2019,11199326.8234542,NY.ADJ.DCO2.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
5666,2020,12075874.6979983,NY.ADJ.DCO2.CD,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
5667,2016,73845085.3675276,NY.ADJ.DCO2.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
5668,2017,85310971.6314272,NY.ADJ.DCO2.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
5669,2018,86195814.4101876,NY.ADJ.DCO2.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
5670,2019,88789150.1840471,NY.ADJ.DCO2.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
5671,2020,89075512.7456108,NY.ADJ.DCO2.CD,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
5672,2016,120087881.54428,NY.ADJ.DCO2.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
5673,2017,120483038.882981,NY.ADJ.DCO2.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
5674,2018,126159328.364002,NY.ADJ.DCO2.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
5675,2019,122897740.793484,NY.ADJ.DCO2.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
5676,2020,110226136.148899,NY.ADJ.DCO2.CD,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
5677,2016,289644800.85904,NY.ADJ.DCO2.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
5678,2017,306071819.274156,NY.ADJ.DCO2.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
5679,2018,323626103.194614,NY.ADJ.DCO2.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
5680,2019,337146249.944858,NY.ADJ.DCO2.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
5681,2020,329287091.960731,NY.ADJ.DCO2.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
5682,2016,334095240.594834,NY.ADJ.DCO2.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
5683,2017,388389423.479919,NY.ADJ.DCO2.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
5684,2018,388272964.002254,NY.ADJ.DCO2.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
5685,2019,429999678.465631,NY.ADJ.DCO2.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
5686,2020,456726609.921619,NY.ADJ.DCO2.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
5687,2016,607250362.197047,NY.ADJ.DCO2.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
5688,2017,654050782.507609,NY.ADJ.DCO2.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
5689,2018,649603001.327687,NY.ADJ.DCO2.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
5690,2019,680177986.179967,NY.ADJ.DCO2.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
5691,2020,632030194.056427,NY.ADJ.DCO2.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
5692,2016,1019850814.9059,NY.ADJ.DCO2.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
5693,2017,959748430.853556,NY.ADJ.DCO2.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
5694,2018,978322493.55563,NY.ADJ.DCO2.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
5695,2019,981018328.320481,NY.ADJ.DCO2.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
5696,2020,876837976.638193,NY.ADJ.DCO2.CD,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
5697,2016,161673526.286231,NY.ADJ.DCO2.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
5698,2017,133948178.408031,NY.ADJ.DCO2.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
5699,2018,111172736.371912,NY.ADJ.DCO2.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
5700,2019,88533585.1445051,NY.ADJ.DCO2.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
5701,2020,79933277.4622507,NY.ADJ.DCO2.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
5702,2016,256306971.057195,NY.ADJ.DCO2.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
5703,2017,273144777.59185,NY.ADJ.DCO2.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
5704,2018,283270790.084389,NY.ADJ.DCO2.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
5705,2019,305133471.011873,NY.ADJ.DCO2.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
5706,2020,295653516.647562,NY.ADJ.DCO2.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
5707,2016,3687235670.34169,NY.ADJ.DCO2.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
5708,2017,3869675739.52728,NY.ADJ.DCO2.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
5709,2018,4015157754.8891,NY.ADJ.DCO2.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
5710,2019,4172246120.66596,NY.ADJ.DCO2.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
5711,2020,3939677739.16146,NY.ADJ.DCO2.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
5712,2016,1268271417.62288,NY.ADJ.DCO2.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
5713,2017,1247111703.71731,NY.ADJ.DCO2.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
5714,2018,1307825584.09639,NY.ADJ.DCO2.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
5715,2019,1307149527.87266,NY.ADJ.DCO2.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
5716,2020,1251547785.86623,NY.ADJ.DCO2.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
5717,2016,17565093.1214022,NY.ADJ.DCO2.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
5718,2017,17586033.6257767,NY.ADJ.DCO2.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
5719,2018,19198158.6640873,NY.ADJ.DCO2.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
5720,2019,19217872.6445158,NY.ADJ.DCO2.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
5721,2020,17926927.8968168,NY.ADJ.DCO2.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
5722,2016,6452483.18745387,NY.ADJ.DCO2.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
5723,2017,6360905.77953624,NY.ADJ.DCO2.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
5724,2018,7052384.81537899,NY.ADJ.DCO2.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
5725,2019,7440333.41138257,NY.ADJ.DCO2.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
5726,2020,6081085.79540345,NY.ADJ.DCO2.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
5727,2016,876820770.917343,NY.ADJ.DCO2.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
5728,2017,875185801.078545,NY.ADJ.DCO2.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
5729,2018,984199480.901779,NY.ADJ.DCO2.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
5730,2019,1045488698.40851,NY.ADJ.DCO2.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
5731,2020,985431879.119698,NY.ADJ.DCO2.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
5732,2016,1398396495.23653,NY.ADJ.DCO2.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
5733,2017,1412869424.91346,NY.ADJ.DCO2.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
5734,2018,1548782065.28851,NY.ADJ.DCO2.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
5735,2019,1594710471.59011,NY.ADJ.DCO2.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
5736,2020,1509238053.38225,NY.ADJ.DCO2.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
5737,2016,8386794258.53726,NY.ADJ.DCO2.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
5738,2017,8931085885.39709,NY.ADJ.DCO2.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
5739,2018,9648446025.75128,NY.ADJ.DCO2.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
5740,2019,10533462294.6209,NY.ADJ.DCO2.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
5741,2020,11267978027.4255,NY.ADJ.DCO2.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
5742,2016,257023913.633579,NY.ADJ.DCO2.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
5743,2017,238721052.196713,NY.ADJ.DCO2.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
5744,2018,266815225.515172,NY.ADJ.DCO2.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
5745,2019,278237804.775664,NY.ADJ.DCO2.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
5746,2020,258892355.59973,NY.ADJ.DCO2.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
5747,2016,200743921.387454,NY.ADJ.DCO2.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
5748,2017,210658232.581112,NY.ADJ.DCO2.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
5749,2018,261330037.325433,NY.ADJ.DCO2.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
5750,2019,246466127.092398,NY.ADJ.DCO2.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
5751,2020,234963011.304019,NY.ADJ.DCO2.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
5752,2016,25537116.8625033,NY.ADJ.DCO2.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
5753,2017,27710191.8620474,NY.ADJ.DCO2.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
5754,2018,30183080.9315283,NY.ADJ.DCO2.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
5755,2019,32669511.1165884,NY.ADJ.DCO2.CD,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
5756,2016,561007566.020295,NY.ADJ.DCO2.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
5757,2017,609150271.122647,NY.ADJ.DCO2.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
5758,2018,626878650.25591,NY.ADJ.DCO2.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
5759,2019,651321900.583796,NY.ADJ.DCO2.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
5760,2020,630451697.26532,NY.ADJ.DCO2.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
5761,2016,44091968.4476014,NY.ADJ.DCO2.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
5762,2017,38913776.5336335,NY.ADJ.DCO2.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
5763,2018,42706108.0486839,NY.ADJ.DCO2.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
5764,2019,44666853.3262543,NY.ADJ.DCO2.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
5765,2020,44653429.7082783,NY.ADJ.DCO2.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
5766,2016,535914575.846863,NY.ADJ.DCO2.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
5767,2017,578468255.00959,NY.ADJ.DCO2.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
5768,2018,637849026.635389,NY.ADJ.DCO2.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
5769,2019,732591177.306679,NY.ADJ.DCO2.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
5770,2020,822898980.257758,NY.ADJ.DCO2.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
5771,2016,62374004.1453874,NY.ADJ.DCO2.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
5772,2017,67724938.0056506,NY.ADJ.DCO2.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
5773,2018,74441839.7178893,NY.ADJ.DCO2.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
5774,2019,80253770.0707078,NY.ADJ.DCO2.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
5775,2020,73199578.2222252,NY.ADJ.DCO2.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
5776,2016,1638572258.32509,NY.ADJ.DCO2.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
5777,2017,1609309162.22267,NY.ADJ.DCO2.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
5778,2018,1738021057.83451,NY.ADJ.DCO2.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
5779,2019,1751797703.51863,NY.ADJ.DCO2.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
5780,2020,1695795127.56445,NY.ADJ.DCO2.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
5781,2016,11209755653.0483,NY.ADJ.DCO2.CD,FRA,France,Europe & Central Asia,High income,Not classified
5782,2017,11837271484.7887,NY.ADJ.DCO2.CD,FRA,France,Europe & Central Asia,High income,Not classified
5783,2018,12144206652.0826,NY.ADJ.DCO2.CD,FRA,France,Europe & Central Asia,High income,Not classified
5784,2019,12560627439.8593,NY.ADJ.DCO2.CD,FRA,France,Europe & Central Asia,High income,Not classified
5785,2020,11713582858.0781,NY.ADJ.DCO2.CD,FRA,France,Europe & Central Asia,High income,Not classified
5786,2016,204687105.557564,NY.ADJ.DCO2.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
